Year,Total Expenditure,"Critical Illness rate (per 10,000 population)",Life Expectancy,Province_Alberta,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland and Labrador,Province_Northwest Territories,Province_Nova Scotia,Province_Nunavut,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon
2004,80224815,548.7,79.33,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,84707489,562.8,79.51,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,90697763,584.7,79.81,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,99365676,598.3,79.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,95205156,608.5,80.05,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,97743246,605.4,80.04,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,101467794,598.9,80.34,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,92223792,605.5,80.66,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,86351838,604.1,80.86,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,82543086,631.7,80.97,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,79159167,619.5,80.96,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,82179152,632.9,80.89,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,93240201,643.2,80.74,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,75691997,657.4,80.67,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,69118155,659.3,80.65,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,72391163,663.1,80.72,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,85302839,638.2,80.84,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,95099133,676.5,80.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,125433758,660.5,81.1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,132719352,670.2,81.17,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,228474222,521.7,79.11,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,247003955,548.7,79.33,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,277612673,562.8,79.51,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,317240281,584.7,79.81,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,352443945,598.3,79.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,405057185,608.5,80.05,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,420002471,605.4,80.04,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,431097364,598.9,80.34,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,443826677,605.5,80.66,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,566564478,604.1,80.86,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,469432412,631.7,80.97,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,479797802,619.5,80.96,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,494611416,632.9,80.89,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,508889556,643.2,80.74,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,531827465,657.4,80.67,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,556381520,659.3,80.65,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,571064357,663.1,80.72,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,597474891,638.2,80.84,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,621394482,676.5,80.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,642940078,660.5,81.1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,682830176,670.2,81.17,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,0,521.7,79.11,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,0,548.7,79.33,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,0,562.8,79.51,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,0,584.7,79.81,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,0,598.3,79.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,0,608.5,80.05,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,0,605.4,80.04,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,0,598.9,80.34,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,0,605.5,80.66,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,0,604.1,80.86,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,0,631.7,80.97,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,0,619.5,80.96,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,0,632.9,80.89,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,0,643.2,80.74,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,0,657.4,80.67,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,0,659.3,80.65,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,0,663.1,80.72,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,577846490,638.2,80.84,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,750930946,676.5,80.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,188586034,660.5,81.1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,0,670.2,81.17,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,3740846337,521.7,79.11,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,4068051258,548.7,79.33,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,4442547041,562.8,79.51,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,4874101491,584.7,79.81,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,5191166390,598.3,79.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,5478355009,608.5,80.05,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,5799213548,605.4,80.04,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,6067317097,598.9,80.34,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,6384393663,605.5,80.66,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,6536897113,604.1,80.86,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,6515574837,631.7,80.97,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,6511880048,619.5,80.96,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,6688403824,632.9,80.89,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,6802730150,643.2,80.74,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,6969897967,657.4,80.67,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,7154780170,659.3,80.65,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,7332042052,663.1,80.72,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,7989203956,638.2,80.84,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,8579330772,676.5,80.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,8729307134,660.5,81.1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,9158527955,670.2,81.17,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,14111750992,511.8,79.43,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,14883168644,531.5,79.66,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,15584127745,546.5,79.93,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,16886936586,557.6,80.25,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,18177986395,565.9,80.52,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,19183149811,573.8,80.79,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,20334449103,585.9,80.99,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,21331334766,640.8,81.24,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,21738198011,685.8,81.46,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,21945034066,701.4,81.6,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,22273955861,621.5,81.77,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,22734473496,649.0,81.92,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,23428312851,656.8,82.05,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,22835936143,673.4,82.22,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,24525051027,672.9,82.36,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,26375350938,658.9,82.48,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,27853350423,670.4,82.63,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,28935962099,676.2,82.57,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,30655929487,670.5,82.62,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,34845686273,668.3,82.65,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,35346102331,665.8,82.72,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,6176176301,511.8,79.43,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,6591913549,531.5,79.66,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,6713404054,546.5,79.93,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,6951186923,557.6,80.25,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,7407611419,565.9,80.52,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,8225953150,573.8,80.79,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,9162368219,585.9,80.99,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,9936352423,640.8,81.24,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,10709089853,685.8,81.46,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,11311888672,701.4,81.6,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,12522177611,621.5,81.77,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,13236262604,649.0,81.92,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,14369950977,656.8,82.05,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,15455209340,673.4,82.22,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,15883561273,672.9,82.36,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,15778948280,658.9,82.48,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,15873379678,670.4,82.63,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,13693250478,676.2,82.57,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,14710953000,670.5,82.62,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,17472237894,668.3,82.65,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,18659527682,665.8,82.72,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,402038030,511.8,79.43,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,407013498,531.5,79.66,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,414645730,546.5,79.93,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,429286170,557.6,80.25,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,445837742,565.9,80.52,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,474948804,573.8,80.79,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,527711547,585.9,80.99,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,540691113,640.8,81.24,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,560058442,685.8,81.46,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,612924461,701.4,81.6,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,644496361,621.5,81.77,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,687967637,649.0,81.92,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,1675115126,656.8,82.05,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,2004205623,673.4,82.22,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,2213502137,672.9,82.36,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,2361508045,658.9,82.48,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2495894493,670.4,82.63,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,2463851656,676.2,82.57,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,2796834401,670.5,82.62,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,3223508443,668.3,82.65,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,3480317618,665.8,82.72,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,3720039054,511.8,79.43,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,4042747616,531.5,79.66,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,4294728804,546.5,79.93,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,4667423854,557.6,80.25,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,5160484453,565.9,80.52,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,5479420080,573.8,80.79,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,5671743202,585.9,80.99,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,5739419255,640.8,81.24,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,5854505229,685.8,81.46,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,5911505419,701.4,81.6,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,5854813556,621.5,81.77,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,6067278669,649.0,81.92,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,6069388145,656.8,82.05,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,6237864849,673.4,82.22,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,6105130180,672.9,82.36,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,6057810281,658.9,82.48,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,6375657280,670.4,82.63,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,6661576107,676.2,82.57,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,6781416196,670.5,82.62,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,6877918409,668.3,82.65,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,7195236345,665.8,82.72,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,1463546894,511.8,79.43,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,1510374108,531.5,79.66,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,1572343325,546.5,79.93,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,1660813533,557.6,80.25,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,1783434049,565.9,80.52,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,1868628663,573.8,80.79,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,2161315569,585.9,80.99,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,2113360155,640.8,81.24,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,2135860580,685.8,81.46,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,2214280104,701.4,81.6,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,2226798537,621.5,81.77,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,2262033642,649.0,81.92,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,1990087173,656.8,82.05,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,1895765572,673.4,82.22,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,1910097647,672.9,82.36,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,2093946902,658.9,82.48,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2272665910,670.4,82.63,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,2521817347,676.2,82.57,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,2794682622,670.5,82.62,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,3196611917,668.3,82.65,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,3726123447,665.8,82.72,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,738267103,511.8,79.43,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,731504677,531.5,79.66,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,770763514,546.5,79.93,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,776435872,557.6,80.25,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,813601105,565.9,80.52,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,831896471,573.8,80.79,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,897406307,585.9,80.99,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,873108636,640.8,81.24,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,882998719,685.8,81.46,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,901631579,701.4,81.6,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,901873673,621.5,81.77,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,888019343,649.0,81.92,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,728595356,656.8,82.05,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,683653306,673.4,82.22,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,725104289,672.9,82.36,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,765989304,658.9,82.48,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,839684591,670.4,82.63,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,877517499,676.2,82.57,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,1082540249,670.5,82.62,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,1289870267,668.3,82.65,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,1456966842,665.8,82.72,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,1831848020,511.8,79.43,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,1942351167,531.5,79.66,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,2070316569,546.5,79.93,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,2179934059,557.6,80.25,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,2342787938,565.9,80.52,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,2530612336,573.8,80.79,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,2767464863,585.9,80.99,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,2843493362,640.8,81.24,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,2935648704,685.8,81.46,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,3091109444,701.4,81.6,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,3150081697,621.5,81.77,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,3305490081,649.0,81.92,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,5056688303,656.8,82.05,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,4405223645,673.4,82.22,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,4813850651,672.9,82.36,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,5202018410,658.9,82.48,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,5607296776,670.4,82.63,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,5965041048,676.2,82.57,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,6369863672,670.5,82.62,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,7589877453,668.3,82.65,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,7863189599,665.8,82.72,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,0,511.8,79.43,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,0,531.5,79.66,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,0,546.5,79.93,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,0,557.6,80.25,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,0,565.9,80.52,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,0,573.8,80.79,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,0,585.9,80.99,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,0,640.8,81.24,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,0,685.8,81.46,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,0,701.4,81.6,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,0,621.5,81.77,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,0,649.0,81.92,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,0,656.8,82.05,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,0,673.4,82.22,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,0,672.9,82.36,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,0,658.9,82.48,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,0,670.4,82.63,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,18048654711,676.2,82.57,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,19654004032,670.5,82.62,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,4611804510,668.3,82.65,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,0,665.8,82.72,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,35938388403,511.8,79.43,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,38144535691,531.5,79.66,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,40092690331,546.5,79.93,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,42998851789,557.6,80.25,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,46683527910,565.9,80.52,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,48984061866,573.8,80.79,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,52612125210,585.9,80.99,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,54858438614,640.8,81.24,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,57066291702,685.8,81.46,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,58612378948,701.4,81.6,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,61028523592,621.5,81.77,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,62459880474,649.0,81.92,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,68212203864,656.8,82.05,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,69137341829,673.4,82.22,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,72485966346,672.9,82.36,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,76797724153,658.9,82.48,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,80845976073,670.4,82.63,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,100639410963,676.2,82.57,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,108957084635,670.5,82.62,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,107345794122,668.3,82.65,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,106851071298,665.8,82.72,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,24566976893,445.9,79.95,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,26909847072,458.3,80.16,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,28064641656,469.2,80.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,29657026784,476.1,80.68,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,31336838314,489.8,80.86,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,33147833251,482.7,81.1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,34656342965,492.9,81.27,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,35986314884,555.6,81.53,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,37327866263,562.8,81.78,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,38189445167,553.1,82.01,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,39518465172,552.4,82.19,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,40186415958,554.2,82.29,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,40595074541,561.4,82.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,41560682889,570.2,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,42941958667,583.1,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,44730401818,576.9,82.37,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,45866708077,567.6,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,47903687695,514.6,82.34,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,48808716438,565.3,82.39,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,56352758265,554.8,82.45,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,57906641456,561.9,82.51,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,13147990198,445.9,79.95,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,14159276298,458.3,80.16,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,15480778464,469.2,80.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,16897575261,476.1,80.68,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,18379268978,489.8,80.86,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,20132888792,482.7,81.1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,21621510308,492.9,81.27,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,23028108295,555.6,81.53,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,24315740898,562.8,81.78,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,24964897956,553.1,82.01,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,25386081513,552.4,82.19,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,26212027751,554.2,82.29,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,26541711333,561.4,82.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,27024925213,570.2,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,28087886631,583.1,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,29163000858,576.9,82.37,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,30741618293,567.6,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,30186084468,514.6,82.34,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,31955980835,565.3,82.39,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,34380970872,554.8,82.45,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,36300289933,561.9,82.51,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,722785348,445.9,79.95,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,711880397,458.3,80.16,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,502075401,469.2,80.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,473294939,476.1,80.68,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,575360300,489.8,80.86,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,693172660,482.7,81.1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,821621820,492.9,81.27,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,896956247,555.6,81.53,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,967580424,562.8,81.78,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,1036556460,553.1,82.01,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,909187789,552.4,82.19,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,795276228,554.2,82.29,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,800377256,561.4,82.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,851475438,570.2,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,895565495,583.1,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,959477622,576.9,82.37,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,1040574529,567.6,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,986177182,514.6,82.34,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,1109329307,565.3,82.39,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,1196562980,554.8,82.45,0,0,0,0,0,0,0,0,1,0,0,0,0
